,FIRE_NAME,ALARM_DATE,CONT_DATE,CAUSE,GIS_ACRES,DURATION
373,RANCHO,2020-08-02,2020-08-02,Powerline,1.532845,1
372,MOCKINGBIRD,2020-06-12,2020-06-12,Arson,8.885991,1
371,DONALD,2020-06-18,2020-06-18,Arson,1.379659,1
382,CAMATTA,2020-07-08,2020-07-08,Equipment Use,7.910181,1
383,VENICE,2020-07-11,2020-07-11,Equipment Use,3.359791,1
384,MACK,2020-07-11,2020-07-11,Vehicle,1.202354,1
395,TOPAZ,2020-07-03,2020-07-03,Powerline,6.894768,1
403,BRIDLE,2020-08-16,2020-08-16,Lightning,2.057733,1
402,IV_1,2020-08-15,2020-08-15,Lightning,3.049276,1
401,SPRING,2020-08-12,2020-08-12,Vehicle,3.958437,1
400,HILLS,2020-08-11,2020-08-11,Vehicle,1.175158,1
398,MEADOW,2020-07-22,2020-07-22,Playing with fire,5.033767,1
397,DAVIS,2020-07-19,2020-07-19,Vehicle,3.257213,1
396,GREEN,2020-07-12,2020-07-12,Vehicle,6.077057,1
385,WEBSTER,2020-07-06,2020-07-06,Playing with fire,4.872211,1
393,TORO,2020-06-09,2020-06-09,Powerline,2.016255,1
391,RANCHO,2020-05-31,2020-05-31,Debris,2.268174,1
390,PRICE,2020-05-31,2020-05-31,Vehicle,1.057545,1
389,RESERVOIR,2020-11-02,2020-11-02,Playing with fire,8.031864,1
388,MUSTARD,2020-07-10,2020-07-10,Powerline,1.806828,1
387,CREEK,2020-05-28,2020-05-28,Vehicle,2.014056,1
386,SHED,2020-08-05,2020-08-05,Vehicle,6.066731,1
449,CHABLIS,2020-11-22,2020-11-22,Playing with fire,1.33193,1
212,ENGLISH,2013-05-26,2013-05-26,Debris,0.4501346,1
451,SALMON,2020-09-10,2020-09-10,Equipment Use,5.429207,1
27,KIRKER,2021-07-04,2021-07-04,Vehicle,83.55169,1
24,PASEO,2021-06-25,2021-06-25,Equipment Use,37.56758,1
22,RANCH,2021-05-05,2021-05-05,Debris,1.678553,1
21,MEAMBER,2021-05-30,2021-05-30,Debris,2.300643,1
20,MARY,2021-04-22,2021-04-22,Escaped Prescribed Burn,4.059574,1
19,HOVEY,2021-05-05,2021-05-05,Debris,4.767107,1
18,BROWNELL,2021-04-13,2021-04-13,Debris,4.151186,1
455,HORSE,2017-08-24,2017-08-24,Lightning,0.1560788,1
459,JARDINE,2017-06-16,2017-06-16,Debris,20.19442,1
470,TOWER,2017-04-30,2017-04-30,Arson,93.15666,1
220,CREEK,2013-09-24,2013-09-24,Powerline,94.40611,1
54,GOOSE,2021-06-13,2021-06-13,Equipment Use,65.68092,1
53,BELL,2021-05-20,2021-05-20,Equipment Use,18.61205,1
45,GLEN,2021-08-11,2021-08-11,Vehicle,184.0656,1
31,CANNON,2021-07-14,2021-07-14,Arson,43.3417,1
422,SQUIRREL,2017-09-27,2017-08-29,Arson,113.0544,1
41,HUTTO,2021-05-31,2021-05-31,Equipment Use,11.46257,1
433,POZO ,2017-10-09,2017-10-09,Equipment Use,64.36557,1
438,DEEP,2017-09-07,2017-09-07,Lightning,101.367,1
228,CANE,2013-07-23,2013-07-23,Lightning,19.64708,1
462,PLEASANTS,2020-05-27,2020-05-27,Powerline,8.70067,1
98,MADISON,2013-05-27,2013-05-27,Equipment Use,5.662212,1
498,BLUE2,2017-07-26,2017-07-26,Lightning,33.3521,1
466,ISLAND,2020-08-09,2020-08-09,Campfire,1.435053,1
465,PIERCE,2020-09-27,2020-09-27,Equipment Use,5.636059,1
464,TWIN,2020-11-23,2020-11-23,Debris,1.042918,1
461,NEWELL,2020-06-29,2020-06-29,Arson,2.560388,1
214,LICHENS,2013-06-16,2013-06-16,Debris,2.147175,1
459,MILL,2020-05-05,2020-05-05,Powerline,1.699512,1
458,13-1,2020-08-16,2020-08-16,Lightning,1.20419,1
457,FOX,2020-07-27,2020-07-27,Campfire,1.696867,1
454,DUNNIGAN,2020-07-10,2020-07-10,Equipment Use,1.851237,1
453,DIGGER/QUAIL,2020-07-08,2020-07-08,Equipment Use,5.713114,1
489,CHALK,2017-08-07,2017-08-07,Lightning,115.3048,1
1,MEISS,2021-04-05,2021-04-05,Debris,21.86377,1
480,VALLEY,2017-06-27,2017-06-27,Lightning,78.2062,1
0,CALVERT,2021-03-01,2021-03-01,Escaped Prescribed Burn,257.8323,1
492,TULE,2020-10-02,2020-10-02,Equipment Use,43.19823,1
491,SANDY,2020-09-08,2020-09-08,Vehicle,22.68961,1
490,BITTER,2020-11-01,2020-11-01,Vehicle,1.392398,1
487,TRIPP,2020-07-09,2020-07-09,Equipment Use,59.73152,1
92,CASTRO,2013-07-08,2013-07-08,Equipment Use,0.608927,1
217,TROUT,2013-07-31,2013-07-31,Lightning,44.57877,1
216,PIONEER,2013-07-30,2013-07-30,Equipment Use,0.1090613,1
480,PEAK,2020-08-11,2020-08-11,Vehicle,26.72971,1
215,PERCH,2013-07-11,2013-07-11,Equipment Use,1.844568,1
